ticket_id,merchant_id,ticket_created_date,ticket_category,ticket_status,resolution_time_hours
S002426,M01431,2024-07-05,Account Access,Resolved,26
S002427,M01849,2024-05-23,Refund Request,Pending,29
S002428,M01650,2024-05-18,Refund Request,Escalated,9
S002429,M02529,2024-10-29,Refund Request,Escalated,8
S002430,M01893,2025-05-12,Fraud Complaint,Escalated,23
S002431,M02890,2024-12-11,Fraud Complaint,Resolved,31
S002432,M00052,2024-03-11,Refund Request,Pending,9
S002433,M00534,2025-01-29,Failed Payment,Pending,17
S002434,M02460,2024-06-28,API Integration,Resolved,23
S002435,M00008,2025-02-06,Account Access,Pending,42
S002436,M01919,2024-04-23,Failed Payment,Resolved,22
S002437,M02985,2024-02-26,Account Access,Resolved,14
S002438,M00394,2024-07-24,KYC Verification,Escalated,11
S002439,M02377,2024-03-05,API Integration,Escalated,5
S002440,M02815,2024-01-21,Account Access,Pending,8
S002441,M02875,2024-05-11,Fraud Complaint,Escalated,36
S002442,M01366,2024-03-21,API Integration,Pending,18
S002443,M00571,2025-02-28,Refund Request,Escalated,25
S002444,M02007,2025-02-02,Failed Payment,Escalated,41
S002445,M01828,2024-07-29,API Integration,Resolved,25
S002446,M01696,2025-06-27,KYC Verification,Resolved,19
S002447,M02116,2025-03-12,KYC Verification,Pending,28
S002448,M01825,2025-06-01,Failed Payment,Resolved,33
S002449,M02208,2025-03-16,Account Access,Resolved,27
S002450,M00540,2024-03-10,Account Access,Resolved,33
S002451,M02279,2025-06-05,Failed Payment,Escalated,32
S002452,M01642,2025-06-18,API Integration,Pending,30
S002453,M00074,2024-06-07,Refund Request,Escalated,26
S002454,M00889,2024-11-17,Failed Payment,Resolved,20
S002455,M01198,2024-02-09,Failed Payment,Resolved,18
S002456,M02048,2024-08-01,Failed Payment,Resolved,25
S002457,M02398,2025-03-10,Failed Payment,Escalated,16
S002458,M02749,2024-03-09,Refund Request,Escalated,25
S002459,M01481,2025-02-08,Account Access,Pending,32
S002460,M02107,2025-03-03,KYC Verification,Pending,37
S002461,M02048,2024-04-14,Failed Payment,Pending,19
S002462,M00904,2024-12-01,Refund Request,Pending,24
S002463,M01628,2025-06-01,Failed Payment,Pending,21
S002464,M00160,2025-01-30,Account Access,Pending,22
S002465,M02825,2025-04-08,Failed Payment,Pending,35
S002466,M00330,2024-05-28,API Integration,Resolved,30
S002467,M00680,2024-06-24,Fraud Complaint,Resolved,23
S002468,M01476,2024-01-30,KYC Verification,Pending,28
S002469,M01965,2025-05-04,Fraud Complaint,Pending,1
S002470,M00038,2024-05-02,Account Access,Pending,21
S002471,M00762,2024-09-12,Fraud Complaint,Resolved,32
S002472,M01988,2024-01-01,Refund Request,Pending,18
S002473,M02901,2024-10-29,API Integration,Pending,18
S002474,M01134,2024-05-02,Account Access,Escalated,11
S002475,M00368,2025-02-24,KYC Verification,Resolved,28
S002476,M02921,2024-10-25,Failed Payment,Pending,10
S002477,M00752,2024-04-26,Fraud Complaint,Resolved,17
S002478,M02122,2025-01-09,Fraud Complaint,Escalated,28
S002479,M01293,2024-05-03,KYC Verification,Pending,21
S002480,M02529,2024-01-05,Refund Request,Resolved,32
S002481,M00778,2024-05-30,Failed Payment,Resolved,23
S002482,M00789,2025-07-03,Account Access,Resolved,20
S002483,M00221,2024-08-04,Refund Request,Resolved,42
S002484,M01156,2025-03-16,Account Access,Pending,19
S002485,M02811,2025-04-23,Account Access,Escalated,29
S002486,M02073,2024-05-03,KYC Verification,Resolved,13
S002487,M02422,2024-04-04,Failed Payment,Pending,31
S002488,M02287,2024-01-22,API Integration,Escalated,24
S002489,M01102,2024-11-30,KYC Verification,Escalated,26
S002490,M01683,2025-06-03,Fraud Complaint,Resolved,24
S002491,M00556,2024-11-14,Fraud Complaint,Resolved,13
S002492,M02852,2024-10-02,API Integration,Resolved,1
S002493,M00120,2024-10-11,Refund Request,Pending,40
S002494,M01053,2024-04-10,Account Access,Escalated,15
S002495,M02616,2025-01-28,API Integration,Escalated,9
S002496,M02296,2024-09-07,Refund Request,Resolved,20
S002497,M01789,2024-03-27,Fraud Complaint,Escalated,26
S002498,M01582,2025-03-23,KYC Verification,Resolved,30
S002499,M01461,2024-04-29,Failed Payment,Pending,12
S002500,M00165,2024-08-27,Account Access,Resolved,35
S002501,M01731,2025-06-21,Refund Request,Escalated,28
S002502,M00334,2024-06-12,API Integration,Escalated,25
S002503,M00567,2024-11-02,KYC Verification,Escalated,21
S002504,M00462,2025-04-19,Failed Payment,Escalated,24
S002505,M01393,2024-09-15,API Integration,Pending,22
S002506,M00908,2024-09-20,Refund Request,Escalated,28
S002507,M01424,2024-06-24,Refund Request,Escalated,26
S002508,M00039,2025-04-26,Account Access,Escalated,24
S002509,M00839,2024-04-24,Failed Payment,Escalated,14
S002510,M01545,2024-11-14,Fraud Complaint,Escalated,24
S002511,M00219,2024-04-12,API Integration,Pending,31
S002512,M02343,2025-05-31,KYC Verification,Resolved,23
S002513,M01953,2025-04-24,Failed Payment,Pending,29
S002514,M00734,2024-05-22,Refund Request,Resolved,26
S002515,M02732,2024-07-31,Failed Payment,Resolved,33
S002516,M02896,2024-09-01,Refund Request,Resolved,25
S002517,M02195,2024-04-07,Account Access,Escalated,22
S002518,M00321,2024-03-14,Account Access,Resolved,13
S002519,M02071,2025-05-11,Refund Request,Pending,25
S002520,M01897,2024-03-06,Failed Payment,Escalated,26
S002521,M01691,2024-10-30,KYC Verification,Escalated,16
S002522,M00824,2024-09-24,Account Access,Resolved,12
S002523,M00213,2024-02-22,Fraud Complaint,Resolved,42
S002524,M01749,2024-02-28,Fraud Complaint,Pending,22
S002525,M01383,2024-09-03,API Integration,Resolved,29
S002526,M01000,2024-10-29,Refund Request,Resolved,27
S002527,M02169,2024-08-11,Failed Payment,Escalated,13
S002528,M00352,2024-09-16,Fraud Complaint,Escalated,18
S002529,M01456,2024-01-27,API Integration,Pending,18
S002530,M02247,2025-02-25,Failed Payment,Resolved,18
S002531,M02934,2024-11-12,Fraud Complaint,Escalated,4
S002532,M02502,2025-02-15,Fraud Complaint,Resolved,31
S002533,M01166,2024-10-03,KYC Verification,Pending,17
S002534,M01153,2024-01-13,Refund Request,Pending,15
S002535,M01193,2024-01-28,API Integration,Escalated,28
S002536,M02171,2024-03-15,Failed Payment,Resolved,35
S002537,M02539,2024-06-15,Account Access,Pending,37
S002538,M02547,2024-05-15,Failed Payment,Resolved,25
S002539,M00995,2025-04-25,Failed Payment,Resolved,30
S002540,M02694,2025-04-24,KYC Verification,Pending,31
S002541,M02600,2025-02-20,Refund Request,Resolved,26
S002542,M00982,2025-05-16,Failed Payment,Escalated,21
S002543,M00195,2024-04-13,KYC Verification,Escalated,27
S002544,M00566,2024-03-06,Failed Payment,Escalated,17
S002545,M01993,2024-09-18,Fraud Complaint,Escalated,31
S002546,M00734,2024-01-27,Refund Request,Escalated,21
S002547,M00082,2025-06-13,Refund Request,Resolved,20
S002548,M01951,2025-05-14,Account Access,Escalated,34
S002549,M01164,2024-08-10,Account Access,Resolved,24
S002550,M02287,2024-03-13,API Integration,Pending,20
S002551,M01869,2024-12-16,Refund Request,Resolved,29
S002552,M02238,2024-07-28,Fraud Complaint,Escalated,18
S002553,M00381,2025-04-23,Account Access,Escalated,19
S002554,M01466,2024-08-27,API Integration,Pending,19
S002555,M01593,2024-07-19,Failed Payment,Escalated,32
S002556,M01128,2024-06-14,Fraud Complaint,Escalated,39
S002557,M01880,2024-12-24,Fraud Complaint,Pending,21
S002558,M01506,2024-08-14,Failed Payment,Escalated,47
S002559,M00648,2024-07-04,API Integration,Resolved,26
S002560,M02750,2024-06-08,Failed Payment,Resolved,18
S002561,M00780,2024-10-29,Failed Payment,Resolved,27
S002562,M00617,2024-09-13,Fraud Complaint,Escalated,16
S002563,M02694,2024-11-21,KYC Verification,Pending,27
S002564,M01380,2024-03-14,API Integration,Resolved,15
S002565,M02019,2024-08-26,Refund Request,Pending,24
S002566,M00371,2024-06-26,Failed Payment,Resolved,28
S002567,M02586,2025-05-17,API Integration,Pending,15
S002568,M01803,2025-03-28,KYC Verification,Resolved,16
S002569,M00798,2024-02-06,KYC Verification,Escalated,6
S002570,M01185,2024-04-25,Refund Request,Escalated,13
S002571,M00784,2024-01-23,Account Access,Pending,24
S002572,M02198,2024-12-17,Refund Request,Resolved,23
S002573,M02188,2024-11-29,Refund Request,Escalated,16
S002574,M02580,2024-12-25,KYC Verification,Pending,33
S002575,M02803,2024-02-01,Fraud Complaint,Escalated,20
S002576,M02896,2025-01-26,Account Access,Pending,13
S002577,M01736,2024-12-16,KYC Verification,Escalated,40
S002578,M01591,2024-06-26,API Integration,Resolved,1
S002579,M00362,2025-06-04,API Integration,Resolved,25
S002580,M00395,2024-06-16,Refund Request,Escalated,30
S002581,M00787,2025-05-23,Failed Payment,Escalated,25
S002582,M01868,2024-11-10,KYC Verification,Pending,16
S002583,M01712,2024-07-02,API Integration,Escalated,27
S002584,M02326,2024-12-28,Failed Payment,Escalated,26
S002585,M01442,2024-10-07,Account Access,Pending,25
S002586,M02188,2024-03-25,Refund Request,Pending,23
S002587,M02699,2024-08-02,KYC Verification,Pending,32
S002588,M02290,2024-12-18,API Integration,Resolved,18
S002589,M02258,2025-01-05,API Integration,Resolved,12
S002590,M00508,2025-01-12,Failed Payment,Escalated,28
S002591,M02868,2024-12-12,API Integration,Resolved,20
S002592,M00857,2025-06-30,Failed Payment,Pending,17
S002593,M00470,2025-01-14,Account Access,Pending,34
S002594,M02255,2024-09-05,API Integration,Pending,25
S002595,M01996,2024-10-15,KYC Verification,Resolved,28
S002596,M02656,2024-03-31,KYC Verification,Escalated,28
S002597,M02321,2024-12-10,Account Access,Escalated,25
S002598,M02483,2024-12-17,Account Access,Pending,20
S002599,M01108,2025-06-17,Failed Payment,Escalated,14
S002600,M00505,2024-01-17,Refund Request,Pending,19
S002601,M00700,2024-04-11,Failed Payment,Resolved,22
S002602,M01684,2024-12-04,Failed Payment,Pending,16
S002603,M00160,2024-12-31,Account Access,Escalated,40
S002604,M02074,2024-08-21,KYC Verification,Pending,16
S002605,M01688,2024-11-11,Fraud Complaint,Resolved,30
S002606,M00292,2024-04-09,Failed Payment,Escalated,35
S002607,M01063,2024-05-21,Account Access,Resolved,19
S002608,M01263,2024-11-30,Account Access,Pending,25
S002609,M02560,2024-07-03,Fraud Complaint,Pending,8
S002610,M02842,2024-11-09,Fraud Complaint,Escalated,40
S002611,M00858,2025-04-14,Failed Payment,Resolved,22
S002612,M02723,2025-03-19,API Integration,Escalated,43
S002613,M02117,2024-03-29,API Integration,Pending,28
S002614,M00715,2024-11-10,API Integration,Resolved,31
S002615,M01533,2025-06-17,Refund Request,Escalated,22
S002616,M00983,2024-05-13,API Integration,Escalated,29
S002617,M02851,2024-10-07,KYC Verification,Escalated,18
S002618,M01898,2025-05-01,Failed Payment,Resolved,28
S002619,M00620,2024-06-07,Fraud Complaint,Resolved,32
S002620,M02074,2024-07-29,KYC Verification,Resolved,31
S002621,M02778,2024-05-05,Refund Request,Resolved,21
S002622,M02868,2024-09-03,API Integration,Pending,40
S002623,M00433,2025-03-24,Account Access,Escalated,15
S002624,M02752,2024-09-02,Refund Request,Resolved,37
S002625,M00057,2025-05-08,Refund Request,Resolved,30
S002626,M00656,2024-04-11,Fraud Complaint,Resolved,13
S002627,M03000,2024-01-04,API Integration,Resolved,34
S002628,M02102,2025-06-03,KYC Verification,Resolved,6
S002629,M01171,2025-04-17,Refund Request,Resolved,42
S002630,M02268,2024-06-03,Account Access,Resolved,23
S002631,M02612,2024-05-23,Failed Payment,Pending,16
S002632,M00646,2025-05-01,Fraud Complaint,Escalated,24
S002633,M00322,2025-05-07,Refund Request,Resolved,23
S002634,M02931,2025-03-26,Refund Request,Pending,31
S002635,M02188,2025-03-05,Failed Payment,Escalated,31
S002636,M00342,2025-01-28,Account Access,Escalated,33
S002637,M01580,2025-03-29,Fraud Complaint,Escalated,37
S002638,M02078,2024-01-20,Account Access,Escalated,46
S002639,M00706,2024-11-02,Refund Request,Escalated,21
S002640,M00647,2025-06-11,Refund Request,Escalated,30
S002641,M02928,2024-11-28,Failed Payment,Pending,33
S002642,M00951,2025-01-09,Account Access,Resolved,32
S002643,M00747,2025-01-31,KYC Verification,Pending,37
S002644,M01839,2024-10-22,Fraud Complaint,Escalated,12
S002645,M00797,2024-06-27,KYC Verification,Resolved,28
S002646,M01305,2024-06-24,Account Access,Resolved,33
S002647,M02128,2024-08-28,Fraud Complaint,Pending,34
S002648,M00663,2024-12-16,KYC Verification,Pending,25
S002649,M01016,2024-11-02,Account Access,Pending,30
S002650,M02415,2024-01-30,Refund Request,Escalated,30
S002651,M01133,2024-02-29,Fraud Complaint,Pending,13
S002652,M01083,2024-06-30,Refund Request,Escalated,39
S002653,M00520,2025-05-07,API Integration,Escalated,18
S002654,M00854,2024-05-20,Account Access,Resolved,15
S002655,M00889,2024-10-19,Refund Request,Pending,33
S002656,M00377,2024-11-26,API Integration,Escalated,20
S002657,M01395,2024-06-02,Refund Request,Escalated,16
S002658,M00111,2024-04-07,API Integration,Pending,31
S002659,M02187,2024-01-02,Failed Payment,Escalated,23
S002660,M00946,2025-01-27,KYC Verification,Resolved,34
S002661,M01730,2025-06-29,Account Access,Resolved,28
S002662,M01512,2025-03-22,Account Access,Resolved,37
S002663,M00501,2024-10-30,KYC Verification,Escalated,16
S002664,M02824,2025-03-26,Refund Request,Pending,40
S002665,M00298,2025-03-10,Failed Payment,Resolved,16
S002666,M02095,2024-06-16,Account Access,Pending,17
S002667,M02284,2025-04-01,Failed Payment,Escalated,29
S002668,M02101,2025-04-03,Refund Request,Resolved,14
S002669,M02577,2024-01-29,Fraud Complaint,Escalated,21
S002670,M02178,2024-08-23,Fraud Complaint,Pending,28
S002671,M02057,2024-05-13,Fraud Complaint,Pending,7
S002672,M02505,2025-02-20,API Integration,Escalated,19
S002673,M02498,2024-06-08,Account Access,Resolved,40
S002674,M02836,2025-02-11,Account Access,Pending,32
S002675,M00017,2025-04-11,KYC Verification,Escalated,30
S002676,M01404,2024-07-08,Failed Payment,Escalated,8
S002677,M00146,2024-03-14,Failed Payment,Escalated,34
S002678,M01601,2025-04-23,Refund Request,Escalated,24
S002679,M02929,2024-04-08,KYC Verification,Resolved,20
S002680,M02196,2025-03-04,Refund Request,Pending,6
S002681,M01209,2024-07-03,Account Access,Resolved,22
S002682,M02152,2025-04-16,Failed Payment,Pending,35
S002683,M01621,2024-09-26,API Integration,Resolved,17
S002684,M01403,2024-02-10,Refund Request,Resolved,37
S002685,M01841,2024-05-18,Refund Request,Resolved,32
S002686,M02171,2024-10-13,Failed Payment,Pending,27
S002687,M00501,2024-01-10,Fraud Complaint,Resolved,34
S002688,M02183,2025-04-29,Refund Request,Resolved,25
S002689,M02799,2024-11-30,Account Access,Escalated,36
S002690,M00850,2024-11-21,KYC Verification,Pending,30
S002691,M01217,2024-09-19,Account Access,Pending,34
S002692,M01241,2025-02-12,API Integration,Escalated,24
S002693,M01102,2024-12-14,API Integration,Resolved,14
S002694,M00116,2024-01-11,KYC Verification,Escalated,31
S002695,M02968,2024-05-30,Failed Payment,Pending,22
S002696,M02034,2025-05-05,Refund Request,Escalated,14
S002697,M01232,2025-04-27,Account Access,Pending,12
S002698,M01979,2024-07-29,Account Access,Pending,25
S002699,M02819,2025-03-29,Fraud Complaint,Resolved,40
S002700,M02201,2024-10-14,Failed Payment,Pending,22
S002701,M00096,2024-11-09,Failed Payment,Pending,22
S002702,M01262,2024-03-27,Failed Payment,Resolved,39
S002703,M02750,2024-12-03,Account Access,Escalated,40
S002704,M01787,2024-06-24,Failed Payment,Escalated,28
S002705,M01414,2025-01-01,Failed Payment,Resolved,22
S002706,M02631,2024-12-23,Refund Request,Pending,27
S002707,M00393,2025-06-14,Account Access,Resolved,29
S002708,M02385,2024-09-22,KYC Verification,Resolved,20
S002709,M01988,2024-02-12,Fraud Complaint,Resolved,35
S002710,M00525,2024-04-14,KYC Verification,Pending,35
S002711,M00270,2025-06-27,KYC Verification,Escalated,20
S002712,M02328,2024-01-15,Account Access,Escalated,29
S002713,M01349,2024-08-24,Fraud Complaint,Pending,28
S002714,M00355,2025-03-09,API Integration,Resolved,43
S002715,M01563,2024-12-30,Failed Payment,Resolved,38
S002716,M02111,2024-01-02,Refund Request,Pending,41
S002717,M02603,2025-06-14,Account Access,Escalated,6
S002718,M00724,2024-03-28,KYC Verification,Pending,44
S002719,M00868,2024-07-26,API Integration,Pending,21
S002720,M01869,2024-06-26,API Integration,Escalated,21
S002721,M02376,2025-06-08,Fraud Complaint,Resolved,20
S002722,M01543,2024-12-12,Failed Payment,Resolved,22
S002723,M00022,2024-09-08,Account Access,Escalated,37
S002724,M02794,2024-09-12,Failed Payment,Escalated,41
S002725,M00848,2024-06-08,Refund Request,Resolved,41
S002726,M01243,2024-08-06,KYC Verification,Escalated,35
S002727,M01032,2024-05-30,Fraud Complaint,Pending,33
S002728,M01797,2024-06-30,Refund Request,Escalated,19
S002729,M02543,2024-10-31,Failed Payment,Pending,38
S002730,M01949,2024-11-01,Fraud Complaint,Escalated,27
S002731,M02413,2025-02-22,API Integration,Resolved,24
S002732,M00854,2024-08-22,Refund Request,Pending,23
S002733,M01132,2024-12-08,Fraud Complaint,Resolved,30
S002734,M00821,2025-06-08,Fraud Complaint,Escalated,25
S002735,M02851,2024-11-08,Failed Payment,Escalated,17
S002736,M01438,2024-08-25,Failed Payment,Escalated,25
S002737,M02511,2024-05-28,API Integration,Pending,24
S002738,M02840,2024-06-12,KYC Verification,Escalated,8
S002739,M01639,2024-03-04,Fraud Complaint,Resolved,20
S002740,M01228,2024-11-24,Fraud Complaint,Pending,13
S002741,M00926,2024-09-15,Fraud Complaint,Pending,16
S002742,M00453,2024-10-16,API Integration,Pending,20
S002743,M02867,2024-03-15,Fraud Complaint,Escalated,3
S002744,M00223,2024-10-20,Failed Payment,Escalated,27
S002745,M01969,2025-06-30,KYC Verification,Escalated,40
S002746,M00100,2024-02-06,Account Access,Escalated,15
S002747,M02993,2024-06-25,Account Access,Escalated,9
S002748,M02655,2024-06-05,Fraud Complaint,Escalated,8
S002749,M01309,2024-04-21,KYC Verification,Resolved,32
S002750,M00185,2024-09-17,Failed Payment,Escalated,17
S002751,M01169,2025-06-24,API Integration,Resolved,14
S002752,M00123,2024-05-24,Failed Payment,Resolved,26
S002753,M01705,2024-07-18,API Integration,Escalated,19
S002754,M00421,2025-05-16,API Integration,Escalated,12
S002755,M00597,2025-03-20,API Integration,Escalated,23
S002756,M02975,2024-07-01,Failed Payment,Escalated,27
S002757,M00860,2025-01-20,Refund Request,Escalated,32
S002758,M01747,2024-05-22,API Integration,Escalated,22
S002759,M02542,2024-03-22,Account Access,Escalated,4
S002760,M02332,2024-12-31,API Integration,Escalated,33
S002761,M00113,2024-05-02,Fraud Complaint,Resolved,19
S002762,M01071,2025-04-23,API Integration,Pending,36
S002763,M01808,2024-09-28,Failed Payment,Pending,14
S002764,M01841,2025-05-27,Failed Payment,Resolved,30
S002765,M00505,2024-02-01,API Integration,Resolved,17
S002766,M01699,2024-07-14,Refund Request,Escalated,21
S002767,M00752,2024-12-20,KYC Verification,Escalated,27
S002768,M01115,2024-12-22,Failed Payment,Resolved,16
S002769,M01528,2024-06-10,Fraud Complaint,Resolved,41
S002770,M00750,2025-01-12,Fraud Complaint,Pending,17
