merchant_id,signup_date,industry,country,business_size,acquisition_channel,customer_acquisition_cost,kyc_completed,api_integrated,time_to_first_transaction_days
M00985,2024-10-30,Retail,Ghana,Enterprise,Partnership,1039.88,0,1,
M00986,2024-01-21,Retail,Nigeria,SME,Paid Ads,1507.63,1,0,13.0
M00987,2025-04-17,Retail,South Africa,Enterprise,Partnership,1250.46,1,1,0.0
M00988,2024-11-22,E-commerce,Kenya,SME,Referral,307.14,1,1,0.0
M00989,2024-08-17,Gaming,South Africa,SME,Referral,7312.37,0,1,
M00990,2025-03-01,Hospitality,Ghana,Enterprise,Referral,3722.14,1,0,13.0
M00991,2024-11-15,Education,Ghana,Enterprise,Paid Ads,782.26,1,0,4.0
M00992,2025-04-17,Gaming,Nigeria,SME,Sales Team,2823.52,0,1,
M00993,2024-07-16,Retail,Nigeria,SME,Referral,3670.1,1,1,1.0
M00994,2024-09-24,Hospitality,Ghana,Enterprise,Organic,1801.09,1,1,17.0
M00995,2024-03-31,Gaming,Nigeria,Enterprise,Partnership,5602.91,1,1,4.0
M00996,2025-01-20,SaaS,Nigeria,Mid-Market,Referral,3418.5,1,1,17.0
M00997,2025-04-06,E-commerce,South Africa,Enterprise,Sales Team,7176.03,1,1,1.0
M00998,2024-07-08,E-commerce,South Africa,SME,Sales Team,1483.29,1,1,0.0
M00999,2025-02-08,Hospitality,Kenya,Enterprise,Partnership,6241.04,1,1,4.0
M01000,2024-02-20,Hospitality,Ghana,Mid-Market,Sales Team,9427.31,1,0,14.0
M01001,2025-01-27,Logistics,Nigeria,Mid-Market,Partnership,4808.88,1,0,0.0
M01002,2025-03-24,Hospitality,Kenya,SME,Organic,6458.42,1,1,9.0
M01003,2024-12-29,E-commerce,Nigeria,Enterprise,Organic,689.77,1,1,7.0
M01004,2024-07-11,Logistics,Kenya,Mid-Market,Paid Ads,1592.75,1,1,1.0
M01005,2024-02-24,Retail,South Africa,Enterprise,Partnership,5544.41,1,0,10.0
M01006,2024-05-09,Education,South Africa,Enterprise,Paid Ads,4123.12,1,0,5.0
M01007,2024-11-09,Education,South Africa,SME,Sales Team,12214.23,1,1,4.0
M01008,2024-10-09,Gaming,Ghana,Mid-Market,Partnership,1656.98,1,1,7.0
M01009,2024-10-11,Gaming,Kenya,Mid-Market,Partnership,5295.0,1,1,13.0
M01010,2024-06-25,Hospitality,Ghana,Enterprise,Organic,6862.21,1,1,8.0
M01011,2025-01-17,Logistics,South Africa,Enterprise,Referral,3809.26,1,1,8.0
M01012,2024-02-21,Logistics,South Africa,Mid-Market,Partnership,1980.87,1,1,5.0
M01013,2024-11-10,E-commerce,Ghana,Mid-Market,Organic,4847.33,0,1,
M01014,2025-02-15,SaaS,Ghana,Mid-Market,Partnership,7589.04,1,1,12.0
M01015,2024-08-10,SaaS,Nigeria,Mid-Market,Referral,4835.55,1,0,12.0
M01016,2024-07-08,SaaS,Nigeria,Enterprise,Sales Team,4756.5,0,1,
M01017,2025-04-21,Hospitality,Kenya,Enterprise,Partnership,2121.54,1,0,14.0
M01018,2024-01-30,Retail,South Africa,Mid-Market,Organic,1888.33,1,0,7.0
M01019,2024-04-13,Education,Ghana,SME,Partnership,878.77,1,0,7.0
M01020,2024-09-18,Logistics,Ghana,Enterprise,Organic,2507.03,1,0,14.0
M01021,2024-07-03,Logistics,Nigeria,SME,Organic,1373.05,1,0,0.0
M01022,2024-05-21,Hospitality,Kenya,Enterprise,Sales Team,3605.01,1,0,13.0
M01023,2024-07-26,Logistics,Nigeria,Enterprise,Organic,1660.71,1,1,5.0
M01024,2025-04-15,SaaS,Kenya,Enterprise,Partnership,7373.84,1,1,7.0
M01025,2025-04-13,Healthcare,Kenya,Mid-Market,Referral,2814.21,1,1,6.0
M01026,2024-11-06,Logistics,South Africa,Mid-Market,Partnership,4735.06,1,1,15.0
M01027,2024-01-03,Education,Ghana,Mid-Market,Partnership,3663.98,1,1,16.0
M01028,2024-02-24,SaaS,Kenya,Mid-Market,Organic,7794.57,1,1,4.0
M01029,2025-02-15,Education,Kenya,Enterprise,Sales Team,5658.27,1,1,9.0
M01030,2025-05-09,Hospitality,South Africa,SME,Paid Ads,2048.82,1,0,16.0
M01031,2025-05-07,Gaming,South Africa,Enterprise,Organic,1163.05,1,0,1.0
M01032,2024-09-03,SaaS,Kenya,SME,Sales Team,7919.57,1,1,10.0
M01033,2024-11-20,Logistics,Ghana,Mid-Market,Sales Team,5265.92,1,1,11.0
M01034,2025-05-04,Healthcare,Nigeria,Enterprise,Paid Ads,1102.55,1,1,10.0
M01035,2024-05-07,Education,Nigeria,Mid-Market,Paid Ads,6098.64,1,1,9.0
M01036,2024-02-08,Retail,South Africa,Mid-Market,Paid Ads,6165.31,1,0,7.0
M01037,2024-04-21,Education,Ghana,Enterprise,Referral,4706.14,1,1,8.0
M01038,2024-09-12,Logistics,Ghana,Enterprise,Referral,1102.96,1,1,2.0
M01039,2025-03-22,Education,Ghana,SME,Referral,4517.45,1,1,0.0
M01040,2025-03-03,Logistics,Kenya,SME,Organic,1759.79,1,0,9.0
M01041,2024-03-02,SaaS,South Africa,Enterprise,Organic,3157.01,1,0,11.0
M01042,2025-01-26,E-commerce,South Africa,Mid-Market,Partnership,2669.19,1,1,4.0
M01043,2024-06-10,Gaming,Kenya,Mid-Market,Referral,4302.93,1,1,5.0
M01044,2025-01-26,Education,South Africa,SME,Partnership,1022.23,1,1,16.0
M01045,2024-03-06,E-commerce,South Africa,Mid-Market,Partnership,5720.17,1,0,0.0
M01046,2024-01-17,Healthcare,South Africa,Enterprise,Referral,4034.87,1,0,15.0
M01047,2024-08-22,SaaS,South Africa,Mid-Market,Organic,1943.23,1,0,12.0
M01048,2024-01-07,Logistics,South Africa,Enterprise,Organic,903.57,1,0,17.0
M01049,2024-06-15,Healthcare,Kenya,SME,Partnership,5081.09,1,1,10.0
M01050,2024-05-14,Logistics,Kenya,Mid-Market,Partnership,5562.19,1,1,9.0
M01051,2024-06-24,Healthcare,Ghana,Mid-Market,Sales Team,2616.16,1,0,7.0
M01052,2024-04-17,Hospitality,Kenya,Mid-Market,Sales Team,1075.44,1,0,12.0
M01053,2024-05-23,Gaming,Ghana,Enterprise,Referral,1856.71,1,1,12.0
M01054,2024-10-21,Logistics,Nigeria,Enterprise,Paid Ads,1595.47,0,0,
M01055,2025-02-15,Logistics,South Africa,Mid-Market,Referral,1586.13,1,1,4.0
M01056,2024-03-15,Retail,South Africa,SME,Referral,2793.42,1,0,3.0
M01057,2024-08-03,Gaming,Ghana,Enterprise,Partnership,2620.69,0,1,
M01058,2024-09-30,Healthcare,South Africa,Mid-Market,Paid Ads,3698.82,1,1,12.0
M01059,2024-10-14,E-commerce,South Africa,SME,Referral,6313.42,1,1,14.0
M01060,2024-01-31,Logistics,Kenya,Mid-Market,Organic,1991.93,1,1,6.0
M01061,2024-08-18,Healthcare,Kenya,Mid-Market,Paid Ads,2666.84,0,1,
M01062,2024-10-13,Education,Kenya,SME,Sales Team,10091.91,1,0,15.0
M01063,2024-03-03,Healthcare,Ghana,Enterprise,Partnership,2519.19,1,1,0.0
M01064,2024-11-28,Retail,Kenya,Mid-Market,Paid Ads,1031.36,1,1,10.0
M01065,2024-12-10,Gaming,South Africa,SME,Sales Team,8614.58,1,0,8.0
M01066,2024-11-10,Education,South Africa,Enterprise,Referral,1131.58,1,1,4.0
M01067,2025-03-20,Retail,Kenya,Mid-Market,Partnership,2293.88,1,1,21.0
M01068,2024-10-19,Hospitality,Nigeria,SME,Referral,914.88,1,0,18.0
M01069,2024-06-24,Logistics,Kenya,Mid-Market,Paid Ads,723.96,1,0,10.0
M01070,2024-12-29,Education,South Africa,Mid-Market,Sales Team,819.3,1,1,4.0
M01071,2025-02-03,Healthcare,South Africa,Mid-Market,Referral,366.63,1,0,7.0
M01072,2024-04-04,E-commerce,Ghana,Enterprise,Referral,5264.54,0,0,
M01073,2024-12-04,Education,Nigeria,SME,Referral,4115.52,1,1,17.0
M01074,2024-07-22,SaaS,Nigeria,SME,Sales Team,2906.93,0,1,
M01075,2024-10-07,E-commerce,Nigeria,Mid-Market,Partnership,2733.77,1,1,3.0
M01076,2025-01-26,SaaS,Nigeria,Mid-Market,Partnership,2258.49,1,0,4.0
M01077,2024-03-20,SaaS,South Africa,Mid-Market,Referral,4993.75,0,0,
M01078,2024-05-06,Education,South Africa,Enterprise,Referral,112.27,0,0,
M01079,2024-03-08,Retail,Nigeria,SME,Paid Ads,5601.61,1,1,0.0
M01080,2025-03-16,Healthcare,South Africa,Mid-Market,Partnership,4025.25,1,0,13.0
M01081,2025-04-23,Education,South Africa,SME,Partnership,7185.98,1,1,13.0
M01082,2024-03-31,Gaming,South Africa,Enterprise,Partnership,2235.47,1,1,0.0
M01083,2024-06-07,Healthcare,South Africa,Enterprise,Referral,1038.66,1,0,0.0
M01084,2025-02-16,SaaS,South Africa,Mid-Market,Paid Ads,2847.34,1,0,6.0
M01085,2024-07-30,Education,Ghana,Mid-Market,Organic,6474.96,1,1,0.0
M01086,2024-01-01,Retail,Kenya,Mid-Market,Sales Team,3012.05,1,0,11.0
M01087,2024-09-30,E-commerce,South Africa,Mid-Market,Paid Ads,4956.75,1,1,10.0
M01088,2024-01-05,Hospitality,Kenya,Enterprise,Referral,3236.45,1,0,8.0
M01089,2025-02-11,E-commerce,Kenya,SME,Sales Team,6550.14,1,1,19.0
M01090,2025-03-27,Hospitality,South Africa,SME,Referral,5569.65,0,1,
M01091,2025-01-01,Hospitality,South Africa,SME,Paid Ads,357.42,1,1,8.0
M01092,2024-02-10,Hospitality,Ghana,Enterprise,Partnership,9368.46,1,0,20.0
M01093,2025-02-17,Education,Kenya,Enterprise,Partnership,3693.38,1,1,8.0
M01094,2025-02-18,Education,South Africa,SME,Organic,1679.9,1,0,7.0
M01095,2024-04-03,Retail,Kenya,SME,Sales Team,3676.67,1,0,8.0
M01096,2024-11-12,Gaming,Kenya,Enterprise,Partnership,1622.3,1,1,7.0
M01097,2024-09-08,Logistics,Kenya,SME,Referral,2389.27,1,1,6.0
M01098,2024-01-26,E-commerce,Ghana,SME,Paid Ads,1645.64,1,0,9.0
M01099,2024-05-17,Retail,South Africa,Enterprise,Organic,5375.67,1,1,0.0
M01100,2024-04-29,SaaS,Ghana,SME,Sales Team,6734.65,1,1,9.0
M01101,2024-04-21,Healthcare,South Africa,Mid-Market,Sales Team,5842.58,1,1,14.0
M01102,2024-07-09,Gaming,Nigeria,Mid-Market,Organic,5623.22,1,0,8.0
M01103,2025-03-07,Retail,Nigeria,Mid-Market,Sales Team,7501.73,1,1,7.0
M01104,2024-02-06,Gaming,Ghana,SME,Paid Ads,7344.69,1,0,5.0
M01105,2025-02-22,Hospitality,Nigeria,SME,Referral,1919.77,1,1,12.0
M01106,2024-07-16,Gaming,Ghana,Enterprise,Organic,2161.75,1,1,2.0
M01107,2024-04-11,Gaming,Nigeria,Enterprise,Referral,408.41,1,1,10.0
M01108,2024-08-30,Hospitality,Kenya,Mid-Market,Referral,4403.05,1,1,7.0
M01109,2024-11-18,E-commerce,Nigeria,Mid-Market,Sales Team,5317.26,1,1,3.0
M01110,2024-11-22,Education,Ghana,Mid-Market,Organic,7294.6,1,1,3.0
M01111,2025-03-18,Logistics,Nigeria,SME,Sales Team,2733.69,1,0,9.0
M01112,2024-06-15,E-commerce,Ghana,Mid-Market,Partnership,945.23,1,1,7.0
M01113,2024-03-02,Hospitality,Ghana,SME,Organic,3995.82,1,0,7.0
M01114,2024-10-24,Gaming,Ghana,Mid-Market,Organic,6117.29,1,1,14.0
M01115,2024-05-07,Retail,South Africa,SME,Partnership,3465.53,1,1,0.0
M01116,2024-06-22,E-commerce,Nigeria,Mid-Market,Referral,8179.19,1,1,16.0
M01117,2024-12-25,SaaS,Ghana,Mid-Market,Referral,2846.66,1,1,4.0
M01118,2024-06-11,Healthcare,South Africa,Enterprise,Referral,279.3,1,0,2.0
M01119,2024-01-11,Hospitality,Kenya,Enterprise,Referral,3456.77,1,0,4.0
M01120,2024-05-08,E-commerce,South Africa,Enterprise,Sales Team,7409.51,1,0,0.0
M01121,2024-10-13,Education,South Africa,SME,Partnership,1872.74,1,1,22.0
M01122,2024-04-05,Healthcare,Kenya,Enterprise,Sales Team,1855.52,1,1,10.0
M01123,2024-05-20,Retail,Nigeria,Enterprise,Referral,2135.46,1,1,0.0
M01124,2024-08-18,Education,Kenya,Enterprise,Paid Ads,1041.93,1,1,8.0
M01125,2024-08-20,E-commerce,South Africa,Enterprise,Referral,2583.92,1,1,9.0
M01126,2025-03-28,E-commerce,Kenya,Enterprise,Referral,1865.39,1,0,6.0
M01127,2024-06-13,SaaS,South Africa,SME,Partnership,7518.0,1,0,13.0
M01128,2024-12-15,Gaming,Ghana,Enterprise,Paid Ads,5247.5,1,1,11.0
M01129,2024-06-14,Hospitality,Kenya,SME,Organic,5667.49,1,0,5.0
M01130,2024-09-24,SaaS,Nigeria,SME,Referral,1629.4,1,0,6.0
M01131,2025-03-23,E-commerce,Ghana,SME,Sales Team,2719.23,1,1,0.0
M01132,2024-04-08,SaaS,Nigeria,Enterprise,Sales Team,2420.44,1,0,2.0
M01133,2024-12-02,Gaming,Kenya,SME,Paid Ads,1505.44,1,0,1.0
M01134,2024-04-23,SaaS,Nigeria,SME,Sales Team,2166.28,1,1,11.0
M01135,2025-04-20,SaaS,South Africa,Enterprise,Organic,8059.64,0,1,
M01136,2024-07-03,Hospitality,Kenya,Enterprise,Organic,7909.27,1,0,16.0
M01137,2025-02-25,Education,Nigeria,Enterprise,Organic,1509.22,1,0,8.0
M01138,2025-03-03,Education,Nigeria,SME,Partnership,2199.42,1,1,10.0
M01139,2024-02-19,SaaS,Ghana,Enterprise,Sales Team,1350.36,1,1,4.0
M01140,2024-04-07,Logistics,Ghana,Enterprise,Referral,7152.23,1,1,17.0
M01141,2024-10-12,Hospitality,Nigeria,Enterprise,Partnership,3843.35,1,1,6.0
M01142,2024-07-02,Gaming,South Africa,SME,Referral,867.7,1,1,13.0
M01143,2025-02-09,Retail,South Africa,Enterprise,Paid Ads,12886.47,0,1,
M01144,2024-12-02,Retail,South Africa,Mid-Market,Paid Ads,2433.4,1,1,15.0
M01145,2024-10-08,Healthcare,Kenya,Mid-Market,Sales Team,1481.76,1,0,10.0
M01146,2025-02-26,Healthcare,Ghana,Enterprise,Partnership,3202.06,1,1,12.0
M01147,2024-04-19,Hospitality,Kenya,Mid-Market,Sales Team,5857.85,1,0,11.0
M01148,2024-08-17,Hospitality,Nigeria,Enterprise,Organic,1448.47,1,1,5.0
M01149,2024-05-25,E-commerce,Ghana,Mid-Market,Organic,2097.83,1,1,14.0
M01150,2024-06-02,Logistics,Ghana,Mid-Market,Organic,8309.6,1,1,15.0
M01151,2025-01-30,Education,Ghana,SME,Organic,1467.81,1,0,8.0
M01152,2024-08-23,Healthcare,Ghana,SME,Paid Ads,2794.56,1,1,2.0
M01153,2024-07-06,Logistics,Ghana,Mid-Market,Paid Ads,1887.62,1,1,8.0
M01154,2024-02-17,Hospitality,Ghana,Enterprise,Organic,2786.35,0,1,
M01155,2025-01-05,Healthcare,South Africa,SME,Sales Team,10378.64,1,1,9.0
M01156,2025-02-26,SaaS,Kenya,SME,Partnership,2294.33,1,0,5.0
M01157,2024-07-14,SaaS,Nigeria,Mid-Market,Paid Ads,7911.64,1,1,16.0
M01158,2025-03-26,Hospitality,South Africa,SME,Referral,5608.72,1,1,17.0
M01159,2025-01-17,E-commerce,South Africa,SME,Paid Ads,3679.11,1,1,12.0
M01160,2024-09-25,E-commerce,Kenya,Enterprise,Partnership,4470.65,1,1,8.0
M01161,2024-03-17,Healthcare,Ghana,SME,Organic,608.62,1,1,0.0
M01162,2024-12-10,Hospitality,South Africa,Enterprise,Partnership,3370.94,1,1,15.0
M01163,2024-09-15,SaaS,Ghana,Mid-Market,Paid Ads,6244.82,1,0,9.0
M01164,2025-02-06,Hospitality,Ghana,SME,Paid Ads,1856.05,1,1,21.0
M01165,2024-02-12,Gaming,Nigeria,Enterprise,Sales Team,3688.08,1,1,2.0
M01166,2024-05-14,SaaS,South Africa,Enterprise,Sales Team,3276.76,1,0,0.0
M01167,2025-01-31,Retail,Ghana,Mid-Market,Partnership,4127.32,1,0,6.0
M01168,2024-04-11,Gaming,South Africa,Enterprise,Partnership,1195.17,1,0,0.0
M01169,2024-04-10,Logistics,Ghana,SME,Paid Ads,6397.05,0,1,
M01170,2025-02-01,Hospitality,Kenya,Enterprise,Partnership,5645.71,1,1,5.0
M01171,2024-02-15,SaaS,South Africa,Mid-Market,Paid Ads,1845.32,1,0,6.0
M01172,2024-06-27,Logistics,Kenya,Mid-Market,Partnership,5167.8,1,1,7.0
M01173,2024-12-01,E-commerce,Kenya,SME,Paid Ads,714.27,0,0,
M01174,2024-11-11,Gaming,Ghana,Mid-Market,Organic,3696.75,1,1,2.0
M01175,2025-04-18,Logistics,Ghana,Enterprise,Paid Ads,2353.83,1,1,8.0
M01176,2024-03-20,SaaS,Nigeria,Enterprise,Organic,3556.36,0,1,
M01177,2024-05-04,Retail,Kenya,SME,Paid Ads,1809.49,0,1,
M01178,2024-12-21,SaaS,Kenya,Mid-Market,Sales Team,876.26,0,1,
M01179,2024-01-12,Healthcare,Ghana,Enterprise,Partnership,4208.91,1,1,18.0
M01180,2024-04-18,Logistics,Kenya,Enterprise,Sales Team,1719.48,1,1,8.0
M01181,2024-11-14,Retail,Nigeria,Mid-Market,Partnership,4743.49,1,0,8.0
M01182,2025-04-08,E-commerce,Kenya,SME,Organic,1318.49,1,0,14.0
M01183,2024-05-25,Logistics,Kenya,SME,Sales Team,13754.97,1,1,8.0
M01184,2024-12-01,E-commerce,Nigeria,Mid-Market,Paid Ads,2998.75,1,1,5.0
M01185,2024-12-05,Healthcare,Nigeria,SME,Paid Ads,1773.27,1,1,11.0
M01186,2025-03-20,Hospitality,Ghana,Mid-Market,Partnership,624.63,0,1,
M01187,2025-05-15,SaaS,Kenya,Mid-Market,Partnership,5170.73,1,1,4.0
M01188,2024-09-29,SaaS,Ghana,SME,Partnership,3592.36,1,1,8.0
M01189,2025-05-09,Gaming,Nigeria,SME,Referral,4559.01,1,1,11.0
M01190,2025-04-17,Education,Kenya,Mid-Market,Sales Team,5591.91,1,1,10.0
M01191,2025-01-16,Retail,Nigeria,Mid-Market,Paid Ads,1970.09,1,1,11.0
M01192,2024-06-30,Education,Ghana,Enterprise,Paid Ads,2388.08,1,0,14.0
M01193,2025-02-19,E-commerce,Kenya,Mid-Market,Organic,5847.68,0,0,
M01194,2025-04-28,Education,Ghana,SME,Paid Ads,4858.0,1,1,0.0
M01195,2025-04-04,Hospitality,Ghana,SME,Sales Team,3651.94,1,1,4.0
M01196,2024-09-23,Logistics,South Africa,SME,Partnership,4089.1,1,1,2.0
M01197,2024-03-19,Hospitality,Kenya,Enterprise,Paid Ads,1536.15,1,0,0.0
M01198,2024-08-17,Retail,Ghana,Enterprise,Referral,1720.71,1,0,16.0
M01199,2024-10-24,Logistics,Ghana,Mid-Market,Partnership,8262.98,1,1,1.0
M01200,2025-04-10,Retail,South Africa,SME,Partnership,3021.16,1,1,2.0
M01201,2025-04-14,Retail,Kenya,SME,Partnership,4667.88,1,1,8.0
M01202,2024-09-29,SaaS,Ghana,Mid-Market,Referral,2468.6,1,1,9.0
M01203,2025-01-07,E-commerce,Kenya,Mid-Market,Sales Team,2778.55,1,1,9.0
M01204,2024-06-04,Gaming,Kenya,SME,Referral,1590.69,1,0,16.0
M01205,2024-02-24,Retail,Ghana,SME,Partnership,6639.9,1,0,13.0
M01206,2024-11-11,Education,Ghana,Enterprise,Referral,1324.21,1,0,22.0
M01207,2024-04-28,E-commerce,Kenya,SME,Sales Team,5705.98,1,0,8.0
M01208,2024-03-09,Gaming,Kenya,SME,Sales Team,4142.45,1,1,5.0
M01209,2024-09-08,Gaming,Ghana,SME,Referral,2059.35,1,1,4.0
M01210,2024-04-25,E-commerce,South Africa,SME,Paid Ads,2344.13,1,1,10.0
M01211,2025-05-01,Hospitality,Ghana,Enterprise,Referral,1772.82,1,1,10.0
M01212,2025-01-22,Logistics,Nigeria,SME,Sales Team,870.08,1,1,18.0
M01213,2025-03-19,Gaming,Kenya,Mid-Market,Referral,9310.95,1,1,15.0
M01214,2024-08-06,Hospitality,Nigeria,Enterprise,Sales Team,2012.07,1,0,6.0
M01215,2025-01-03,Healthcare,South Africa,Enterprise,Partnership,2401.63,1,0,0.0
M01216,2024-10-31,E-commerce,Nigeria,Mid-Market,Sales Team,1636.45,1,1,12.0
M01217,2025-02-27,E-commerce,Ghana,Enterprise,Partnership,392.5,1,1,1.0
M01218,2024-07-21,E-commerce,South Africa,Enterprise,Organic,7451.45,1,0,3.0
M01219,2024-04-07,Education,South Africa,Mid-Market,Paid Ads,2002.42,1,1,3.0
M01220,2025-01-31,Education,South Africa,SME,Sales Team,937.06,1,0,12.0
M01221,2024-05-30,E-commerce,Ghana,Mid-Market,Sales Team,4846.62,1,0,12.0
M01222,2024-02-16,SaaS,Ghana,Enterprise,Partnership,795.66,1,1,5.0
M01223,2024-03-10,Hospitality,South Africa,Mid-Market,Sales Team,5405.44,1,0,0.0
M01224,2024-01-13,Retail,South Africa,Enterprise,Referral,1075.15,1,0,1.0
M01225,2025-03-27,Gaming,Nigeria,Mid-Market,Paid Ads,1855.66,1,1,16.0
M01226,2024-12-20,Retail,Nigeria,SME,Organic,3543.04,1,0,16.0
M01227,2024-12-27,Gaming,Kenya,SME,Partnership,5701.56,0,1,
M01228,2024-12-28,Hospitality,Ghana,Mid-Market,Partnership,6980.68,1,0,6.0
M01229,2024-07-13,E-commerce,Ghana,Mid-Market,Partnership,1752.93,1,1,13.0
M01230,2025-03-22,Retail,Ghana,SME,Referral,3844.04,1,1,3.0
M01231,2025-01-28,E-commerce,South Africa,Mid-Market,Paid Ads,8276.44,1,0,6.0
M01232,2025-01-08,Gaming,Kenya,Enterprise,Referral,3943.72,0,1,
M01233,2024-03-01,Retail,Ghana,SME,Partnership,3806.4,1,1,0.0
M01234,2025-01-26,Education,Nigeria,Mid-Market,Sales Team,2167.24,1,0,2.0
M01235,2025-03-13,Gaming,Nigeria,Enterprise,Sales Team,499.72,1,1,9.0
M01236,2024-05-01,Logistics,South Africa,Mid-Market,Sales Team,4039.48,1,1,11.0
M01237,2024-08-14,SaaS,Nigeria,SME,Partnership,2623.66,1,1,15.0
M01238,2024-05-22,Logistics,Nigeria,SME,Referral,2514.86,1,0,6.0
M01239,2024-01-29,Healthcare,Nigeria,SME,Organic,2724.15,1,1,12.0
M01240,2024-12-07,Education,Kenya,SME,Organic,2672.95,1,1,0.0
M01241,2024-02-25,Hospitality,Ghana,SME,Paid Ads,4501.52,1,0,0.0
M01242,2024-11-08,Retail,South Africa,Enterprise,Partnership,645.73,1,1,10.0
M01243,2024-07-03,E-commerce,Nigeria,Mid-Market,Paid Ads,1959.68,1,0,2.0
M01244,2024-07-07,Hospitality,Nigeria,Mid-Market,Partnership,2865.87,1,1,6.0
M01245,2024-02-03,Education,South Africa,SME,Organic,482.98,1,0,0.0
M01246,2024-12-21,Education,Kenya,Enterprise,Sales Team,1228.45,1,1,3.0
M01247,2024-09-25,Logistics,Ghana,Enterprise,Organic,3161.14,0,0,
M01248,2024-02-25,SaaS,South Africa,Enterprise,Partnership,2091.84,1,1,11.0
M01249,2025-04-23,Education,South Africa,Enterprise,Paid Ads,2958.09,1,0,12.0
M01250,2024-05-12,Healthcare,Ghana,Enterprise,Partnership,754.62,1,0,16.0
M01251,2024-09-11,Gaming,South Africa,SME,Partnership,2497.93,0,0,
M01252,2024-04-29,Education,Ghana,SME,Organic,3606.03,1,1,0.0
M01253,2024-01-13,Gaming,Nigeria,Enterprise,Referral,4656.41,1,1,8.0
M01254,2025-02-13,Hospitality,South Africa,SME,Paid Ads,445.54,1,0,6.0
M01255,2024-06-28,Logistics,Nigeria,Enterprise,Referral,3343.61,1,1,9.0
M01256,2024-12-19,Education,Kenya,SME,Paid Ads,2830.89,1,1,11.0
M01257,2024-06-02,Healthcare,Nigeria,SME,Paid Ads,6153.79,1,0,14.0
M01258,2024-06-23,Hospitality,Nigeria,SME,Referral,2066.98,1,1,3.0
M01259,2024-06-18,Healthcare,South Africa,Mid-Market,Organic,2911.62,1,1,0.0
M01260,2024-11-26,Retail,South Africa,SME,Sales Team,1712.29,1,1,0.0
M01261,2025-04-01,Healthcare,South Africa,Mid-Market,Organic,961.3,1,1,0.0
M01262,2025-03-03,Education,Kenya,Enterprise,Partnership,3188.21,1,0,12.0
M01263,2024-01-10,Logistics,Kenya,Mid-Market,Organic,7420.16,0,1,
M01264,2025-05-11,Retail,Kenya,SME,Paid Ads,2792.62,1,1,12.0
M01265,2024-07-11,Retail,South Africa,SME,Partnership,7228.1,1,0,19.0
M01266,2024-02-29,Education,Kenya,Enterprise,Organic,8409.77,1,1,13.0
M01267,2024-05-19,Hospitality,Nigeria,Mid-Market,Referral,2686.09,1,1,0.0
M01268,2024-07-09,Gaming,Kenya,SME,Partnership,4019.69,1,1,9.0
M01269,2024-06-03,Retail,Nigeria,Mid-Market,Organic,4430.97,1,1,4.0
M01270,2025-02-02,Logistics,Nigeria,Mid-Market,Partnership,9596.91,1,1,6.0
M01271,2024-01-13,Gaming,Ghana,SME,Paid Ads,303.39,1,0,11.0
M01272,2025-04-17,Gaming,Kenya,Mid-Market,Referral,5651.21,1,0,0.0
M01273,2025-01-28,SaaS,Ghana,SME,Organic,1085.27,1,1,16.0
M01274,2024-08-23,Hospitality,Nigeria,SME,Paid Ads,1917.96,1,1,7.0
M01275,2025-04-22,E-commerce,Nigeria,Mid-Market,Sales Team,5199.68,1,0,11.0
M01276,2025-03-31,E-commerce,Nigeria,Enterprise,Paid Ads,6013.42,1,1,5.0
M01277,2024-01-12,Education,Ghana,Mid-Market,Referral,1690.36,1,1,3.0
M01278,2024-04-08,Education,Kenya,Enterprise,Paid Ads,5265.52,0,1,
M01279,2025-01-30,Gaming,Nigeria,Mid-Market,Referral,4608.58,1,1,9.0
M01280,2024-03-21,Education,Nigeria,SME,Partnership,1754.46,1,1,5.0
M01281,2024-10-13,SaaS,Ghana,Enterprise,Paid Ads,3383.17,1,1,4.0
M01282,2024-10-08,Healthcare,Kenya,SME,Paid Ads,7906.13,1,1,0.0
M01283,2024-10-20,Logistics,Ghana,SME,Paid Ads,4672.31,1,0,3.0
M01284,2024-11-09,Healthcare,South Africa,SME,Referral,1283.1,1,0,15.0
M01285,2024-01-15,Gaming,Nigeria,SME,Sales Team,937.17,1,1,5.0
M01286,2024-01-28,SaaS,South Africa,Mid-Market,Referral,11837.29,1,1,20.0
M01287,2024-12-26,Gaming,Kenya,Mid-Market,Paid Ads,8659.93,1,1,10.0
M01288,2025-02-22,Logistics,Nigeria,Mid-Market,Partnership,3532.3,1,1,3.0
M01289,2024-03-08,SaaS,South Africa,SME,Sales Team,3905.24,1,1,14.0
M01290,2024-06-07,Gaming,South Africa,SME,Referral,3415.31,1,0,6.0
M01291,2024-03-14,Education,Kenya,Mid-Market,Referral,2344.49,1,1,12.0
M01292,2024-12-24,Healthcare,Kenya,Mid-Market,Sales Team,1389.35,1,1,8.0
M01293,2024-01-16,SaaS,South Africa,SME,Paid Ads,4160.61,1,1,0.0
M01294,2024-09-02,Gaming,Ghana,Mid-Market,Paid Ads,7347.86,1,0,0.0
M01295,2024-11-05,Retail,Nigeria,Mid-Market,Organic,747.22,1,1,3.0
M01296,2024-06-15,SaaS,Kenya,Enterprise,Sales Team,1741.16,1,0,13.0
M01297,2024-07-24,Hospitality,Ghana,Enterprise,Referral,822.72,1,0,10.0
M01298,2024-10-07,Retail,South Africa,Mid-Market,Organic,2811.04,1,1,12.0
